"PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1415826_at","Atp6v1h","108664","ATPase, H+ transporting, lysosomal V1 subunit H",1.24746843817439,2.04897440356504,6.45969882932092,7.03165506619745e-06,0.000505660961498191,4.0112106424761
"1415833_x_at","Rps29","20090","ribosomal protein S29",-1.54289391403537,9.27472249700702,-4.56324224112468,0.000301393979936536,0.00388798750918787,0.329713672357341
"1415838_at","Serinc1","56442","serine incorporator 1",1.17305873220312,4.54498007478886,3.17065617725739,0.00579509065450142,0.0253838606343813,-2.53899580248906
"1415839_a_at","Npm1","18148","nucleophosmin 1",2.3604038766688,3.64338497527511,3.21658175293028,0.00525730110607241,0.0238189216712043,-2.44586722261476
"1415859_at","Eif3c","56347","eukaryotic translation initiation factor 3, subunit C",-1.97026024812452,6.48289573629872,-4.14725196523262,0.000723825350362238,0.00678722019054048,-0.526809058528623
"1415860_at","Kpna2","16647","karyopherin (importin) alpha 2",1.07532230729778,2.88170821036863,3.93233496978213,0.00114293638160024,0.00903655478042869,-0.971889768103864
"1415863_at","Eif4g2","13690","eukaryotic translation initiation factor 4, gamma 2",1.18457832820531,2.14491969892712,4.94259012264609,0.000137344111022638,0.00237580111314848,1.09998474508011
"1415867_at","Cct4","12464","chaperonin containing Tcp1, subunit 4 (delta)",1.44012640561693,5.38770035052117,4.4001510110516,0.000424273443026503,0.00481763824319687,-0.00495210878984409
"1415887_at","Tfg","21787","Trk-fused gene",1.30585520168806,6.24289920669068,4.99022922949743,0.000124566121769917,0.00224755428322658,1.19575877968736
"1415890_at","Papss1","23971","3'-phosphoadenosine 5'-phosphosulfate synthase 1",1.63170347676087,4.44893115980842,3.44727768149332,0.00321766264993256,0.0172597906990817,-1.974394169604
"1415908_at","Tspyl1","22110","testis-specific protein, Y-encoded-like 1",2.53882405426065,3.13008272149398,3.95267537585039,0.00109448322030783,0.00883252681894269,-0.929739871068586
"1415922_s_at","Marcksl1","17357","MARCKS-like 1",1.40649843282348,5.62090357226103,3.98882010735187,0.00101343360310309,0.00841021577715683,-0.854846048721393
"1415923_at","Ndn","17984","necdin",1.55765479142833,5.22481672560778,3.58667022432277,0.00238971137693746,0.0142166585550342,-1.68730303231736
"1415940_at","Zfand2a","100494","zinc finger, AN1-type domain 2A",1.41540143965453,3.55608375567731,4.31708489795556,0.000505399892203833,0.00535603047671124,-0.176029073686363
"1415966_a_at","Ndufv1","17995","NADH:ubiquinone oxidoreductase core subunit V1",-1.53799894795532,8.55126954829474,-5.5876197844434,3.7440897635661e-05,0.00115100237758759,2.37479894890199
"1415968_a_at","Kap","16483","kidney androgen regulated protein",1.1304601007691,4.59465786541753,4.78858542167839,0.00018863792226227,0.00289953915020796,0.788829364503641
"1415971_at","Marcks","17118","myristoylated alanine rich protein kinase C substrate",1.22984751103278,2.62127390002668,2.98150804603834,0.0086393419907363,0.03328912668297,-2.91921127401121
"1415990_at","Vdac2","22334","voltage-dependent anion channel 2",1.77334961991806,4.90491841439953,4.21831623779965,0.000622676034378624,0.00618466547579049,-0.379889256365013
"1415991_a_at","Klhdc3","71765","kelch domain containing 3",-1.56564154083794,9.41898248833292,-6.32196423514054,9.09499760932782e-06,0.000553687934804243,3.75998560566876
"1415993_at","Sqle","20775","squalene epoxidase",1.47704508155833,3.91354938339727,4.21764014947877,0.000623567480319876,0.00618808675864804,-0.38128615186812
"1416004_at","Ywhah","22629","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide",1.65948637936433,6.14710013677638,5.12756212065624,9.41359473560334e-05,0.00189158076809735,1.47050430176852
"1416005_at","Psmc1","19179","protease (prosome, macropain) 26S subunit, ATPase 1",1.55359818617816,4.0139051013994,2.78225612945101,0.0131019239697268,0.0440874675400116,-3.31251607243055
"1416009_at","Tspan3","56434","tetraspanin 3",1.0007384115947,6.07380213480148,3.68235943920098,0.00194809750663727,0.0124442840726072,-1.48959402708319
"1416010_a_at","Ehd1","13660","EH-domain containing 1",-1.32217747357041,5.9243256673428,-3.81243543321439,0.00147581416839049,0.0104558842194432,-1.22032877392175
"1416027_at","Pdcd6","18570","programmed cell death 6",2.01251162727185,4.64280620306083,6.0126637203717,1.63616011614175e-05,0.000731615786320617,3.18579075384777
"1416034_at","Cd24a","12484","CD24a antigen",1.19056926740091,4.50178809094353,2.78349878781588,0.0130681575424647,0.0440262258123594,-3.31009034862135
"1416048_at","Phc2","54383","polyhomeotic 2",-1.45541405669352,3.29840029321598,-5.45466123663485,4.8741628894255e-05,0.00133265263203269,2.11614847910861
"1416054_at","Rps5","20103","ribosomal protein S5",-1.46644291875051,5.1300590036318,-4.68836666021431,0.000232208088650172,0.00330513690097712,0.585164866314349
"1416058_s_at","Atp5c1","11949","ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1",1.2609005008328,7.43999082797551,3.23079652301076,0.00510104026536992,0.0233258158941511,-2.41698641107318
"1416069_at","Pfkp","56421","phosphofructokinase, platelet",1.09628070010767,5.90088407751468,3.92647631876664,0.00115728928713465,0.00911727973910469,-0.98403045271769
"1416074_a_at","Rpl28","19943","ribosomal protein L28",-1.39589668485666,8.94997947327198,-4.54222944981275,0.000314930337649697,0.00398524262844633,0.286696830266528
"1416074_a_at","Gm10051","100039731","predicted pseudogene 10051",-1.39589668485666,8.94997947327198,-4.54222944981275,0.000314930337649697,0.00398524262844633,0.286696830266528
"1416082_at","Rab1a","19324","RAB1A, member RAS oncogene family",1.32150544734159,5.54374433993526,4.97163621411354,0.000129401503760373,0.00229814632973485,1.15840711049212
"1416083_at","Zfand5","22682","zinc finger, AN1-type domain 5",1.72709049014817,3.89326875465094,3.49876869216485,0.0028829297532552,0.0160821421590612,-1.86849596021507
"1416088_a_at","Rps15","20054","ribosomal protein S15",-1.80050452253229,5.18800374590122,-7.01396232975849,2.56310186296894e-06,0.000278811263228534,4.9938126678291
"1416090_at","Pdhb","68263","pyruvate dehydrogenase (lipoamide) beta",1.04914299277968,6.91181544995448,3.60012630919667,0.00232203033480411,0.013943274510424,-1.65952645368331
"1416094_at","Adam9","11502","a disintegrin and metallopeptidase domain 9 (meltrin gamma)",1.27366625830178,3.94576215681084,4.24269483985112,0.00059138079227867,0.00601104303957645,-0.32953177966387
"1416108_a_at","Tmed3","66111","transmembrane p24 trafficking protein 3",-1.6229139445817,3.67699890905225,-5.97693084509158,1.75246688174068e-05,0.000745325482448583,3.11857363236459
"1416114_at","Sparcl1","13602","SPARC-like 1",1.39399193782319,4.70298143660976,2.98446397175666,0.00858582347991423,0.0331506556410477,-2.91331598873446
"1416119_at","Txn1","22166","thioredoxin 1",1.24494457982787,7.16495614568234,3.28276619043817,0.00456777775099779,0.0215673078869107,-2.31118686755984
"1416145_at","Dhx15","13204","DEAH (Asp-Glu-Ala-His) box polypeptide 15",2.18050399659679,3.70355843684832,3.97109995854873,0.00105238304090858,0.00860853893116327,-0.891561863722004
"1416148_at","Laptm4b","114128","lysosomal-associated protein transmembrane 4B",1.97052955506744,7.18865386410033,4.99891354787239,0.000122371557002042,0.00221148470345702,1.21319242159106
"1416153_at","Srp54a","24067","signal recognition particle 54A",1.87654838663869,7.12480170839392,3.63538392824696,0.00215363714460035,0.0133314317151154,-1.58670386057716
"1416153_at","Srp54b","665155","signal recognition particle 54B",1.87654838663869,7.12480170839392,3.63538392824696,0.00215363714460035,0.0133314317151154,-1.58670386057716
"1416153_at","Srp54c","100101806","signal recognition particle 54C",1.87654838663869,7.12480170839392,3.63538392824696,0.00215363714460035,0.0133314317151154,-1.58670386057716
"1416175_a_at","Vdac3","22335","voltage-dependent anion channel 3",1.2601899639475,7.20942643754133,4.3167699137059,0.000505735812270913,0.00535603047671124,-0.176678486770597
"1416181_at","Mesd","67943","mesoderm development LRP chaperone",1.55063549028899,5.22539065576284,3.53708938290513,0.00265652998729074,0.0152865329329706,-1.78956331898288
"1416183_a_at","Ldhb","16832","lactate dehydrogenase B",1.51806731851465,6.8408176100451,3.2522057680379,0.00487429829960222,0.0225774788592208,-2.37344074131567
"1416189_a_at","Sec61a1","53421","Sec61 alpha 1 subunit (S. cerevisiae)",-2.3560946951365,6.36687059781302,-8.55212072558971,1.92966890429831e-07,9.09597679763614e-05,7.48375989683703
"1416217_a_at","Rpl37a","19981","ribosomal protein L37a",-1.51500741901895,5.408776909328,-2.86347033464925,0.0110634042228298,0.0393462093595956,-3.15323004009326
"1416222_at","Nsdhl","18194","NAD(P) dependent steroid dehydrogenase-like",1.18280755956641,5.34830318934971,5.9962114580789,1.68868342949927e-05,0.000739765050178859,3.15486479686607
"1416244_a_at","Cnbp","12785","cellular nucleic acid binding protein",1.32152786405068,4.88651020507928,2.85200962570318,0.0113312365338512,0.0400351303968804,-3.17579806182775
"1416247_at","Dctn3","53598","dynactin 3",1.79086383737362,4.57699575435669,3.35054306482346,0.00395433079009334,0.0196811897176973,-2.1727506083539
"1416280_at","Uba2","50995","ubiquitin-like modifier activating enzyme 2",1.53849571379319,4.60557694424123,2.83849773500913,0.0116550804878582,0.040846941003451,-3.20236806959346
"1416285_at","Ndufc1","66377","NADH:ubiquinone oxidoreductase subunit C1",1.26400716080927,3.14664450174701,6.92467802950089,3.00703468259903e-06,0.000303768589418769,4.83861564520761
"1416286_at","Rgs4","19736","regulator of G-protein signaling 4",1.18180384961753,3.66711183182924,2.86519024149195,0.0110237441248935,0.0392530805400799,-3.14984079387155
"1416295_a_at","Il2rg","16186","interleukin 2 receptor, gamma chain",-2.40788616053099,2.39017302483545,-4.14472110501714,0.000727719921642681,0.00680933554112726,-0.53204452789924
"1416300_a_at","Slc25a3","18674","solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 3",1.17091232273498,8.47978778294505,3.16573413705622,0.00585584554104859,0.0255091184466241,-2.54895980663611
"1416308_at","Ugdh","22235","UDP-glucose dehydrogenase",1.18956974840458,2.54431478789545,5.50839939400096,4.38009420537172e-05,0.00126888019401291,2.22096193844998
"1416311_s_at","Tuba3a","22144","tubulin, alpha 3A",-1.16210064623883,3.26415717218311,-3.41654258367641,0.00343559673091461,0.0179939378781653,-2.0375063679643
"1416311_s_at","Tuba3b","22147","tubulin, alpha 3B",-1.16210064623883,3.26415717218311,-3.41654258367641,0.00343559673091461,0.0179939378781653,-2.0375063679643
"1416313_at","Mllt11","56772","myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11",1.15354376908856,7.57495679250681,3.79244446283341,0.00154012414155899,0.0107618433684107,-1.26173688473417
"1416315_at","Abhd4","105501","abhydrolase domain containing 4",-1.12425310870028,5.59744413284791,-6.17056976334866,1.21039174918959e-05,0.000617241664605556,3.48065340434403
"1416326_at","Crip1","12925","cysteine-rich protein 1 (intestinal)",-1.12231413145581,2.94357450152731,-4.07108141082803,0.000850822082936536,0.00751942960820536,-0.684456536835299
"1416327_at","Ufc1","66155","ubiquitin-fold modifier conjugating enzyme 1",1.19397916696848,5.25137111701491,3.32052883222729,0.00421522306767266,0.020508264489543,-2.23411564221699
"1416335_at","Mif","17319","macrophage migration inhibitory factor (glycosylation-inhibiting factor)",-1.35767918498013,5.36981456830046,-4.22971207118493,0.00060784318467802,0.00610162373403943,-0.356346546096222
"1416415_a_at","H2afz","51788","H2A histone family, member Z",1.92643609998011,4.08505626400119,3.09966719983567,0.00673453273835723,0.0281031976647124,-2.68236373794857
"1416415_a_at","Gm8203","666634","H2A histone family, member Z pseudogene",1.92643609998011,4.08505626400119,3.09966719983567,0.00673453273835723,0.0281031976647124,-2.68236373794857
"1416424_at","Plin3","66905","perilipin 3",-1.27502257438305,2.99445787316977,-3.81479915751821,0.00146839073766016,0.0104361001511559,-1.21543226656802
"1416426_at","Rab5a","271457","RAB5A, member RAS oncogene family",2.15128395620842,4.59376811095857,3.57415556338438,0.00245442371939788,0.0145072599464724,-1.71312766366382
"1416440_at","Cd164","53599","CD164 antigen",2.72827956679497,4.37241173475314,4.55365517572716,0.000307494742625004,0.00391860419430879,0.310091266386523
"1416446_at","Tmem30a","69981","transmembrane protein 30A",2.2140938910088,3.35360208738499,4.04043470722091,0.000908073612262406,0.00784201280574397,-0.747922782152423
"1416453_x_at","Rps12","20042","ribosomal protein S12",-1.51428027079849,4.66624617073341,-4.52225825345626,0.000328370422142989,0.00404446805923799,0.245782907337174
"1416453_x_at","Rps12-ps24","671641","ribosomal protein S12, pseudogene 24",-1.51428027079849,4.66624617073341,-4.52225825345626,0.000328370422142989,0.00404446805923799,0.245782907337174
"1416454_s_at","Acta2","11475","actin, alpha 2, smooth muscle, aorta",-1.51859441947412,5.58689945506537,-4.15935835641738,0.000705485531932028,0.00669560220029114,-0.501767902182659
"1416461_at","Caprin1","53872","cell cycle associated protein 1",1.07771107258811,4.01112450612645,5.28212412945056,6.88625517576552e-05,0.00162300426673824,1.77718309303879
"1416462_at","Caprin1","53872","cell cycle associated protein 1",1.59642290364528,4.83641972666035,5.51766225478795,4.30029848558558e-05,0.00126220171558706,2.23899132122919
"1416472_at","Syap1","67043","synapse associated protein 1",1.14683609312845,2.79776386413148,3.63425245287611,0.00215884668253068,0.0133532162490266,-1.5890417578435
"1416481_s_at","Higd1a","56295","HIG1 domain family, member 1A",2.27184447180719,4.64209964436901,5.01683806854665,0.000117966558524559,0.00217627451187736,1.24915053584071
"1416492_at","Ccne1","12447","cyclin E1",-1.02035088120159,3.38591098328832,-5.88524924632847,2.09175211199732e-05,0.000821666376493949,2.94529069032972
"1416501_at","Pdpk1","18607","3-phosphoinositide dependent protein kinase 1",-1.03553165405227,4.09263060151042,-4.05032851855721,0.000889177462553178,0.00773789587220316,-0.727431741728206
"1416506_at","Psma6","26443","proteasome (prosome, macropain) subunit, alpha type 6",1.80921025773161,4.40724415510555,3.51814356220502,0.00276615745117068,0.0156389501474732,-1.82859983859011
"1416514_a_at","Fscn1","14086","fascin actin-bundling protein 1",-2.20158001183328,8.16568256914643,-5.73523030599594,2.80105802252178e-05,0.000966108823438686,2.65923539107014
"1416519_at","Rpl36","54217","ribosomal protein L36",-1.95567006792685,7.65229854349143,-6.83730132291897,3.51953358340691e-06,0.000321970553032843,4.68558481836441
"1416519_at","Rpl36-ps12","100043718","ribosomal protein L36, pseudogene 12",-1.95567006792685,7.65229854349143,-6.83730132291897,3.51953358340691e-06,0.000321970553032843,4.68558481836441
"1416520_x_at","Rpl36","54217","ribosomal protein L36",-2.53832672245618,8.17880623542545,-6.7470619490914,4.14520342514609e-06,0.000352591626681787,4.52634727791577
"1416520_x_at","Rpl36-ps12","100043718","ribosomal protein L36, pseudogene 12",-2.53832672245618,8.17880623542545,-6.7470619490914,4.14520342514609e-06,0.000352591626681787,4.52634727791577
"1416528_at","Sh3bgrl3","73723","SH3 domain binding glutamic acid-rich protein-like 3",-1.25027736304376,5.39197594656582,-6.5439440506636,6.0153928621601e-06,0.00045738786064723,4.16349746398352
"1416543_at","Nfe2l2","18024","nuclear factor, erythroid derived 2, like 2",1.06701012092903,2.85054169173893,4.00777389869848,0.000973380577723992,0.00823008555739276,-0.815577758941352
"1416566_at","Strap","20901","serine/threonine kinase receptor associated protein",1.94080419025846,3.38726840188578,3.90364487304902,0.00121497748056946,0.00934607653795776,-1.03134355568743
"1416590_a_at","Rab34","19376","RAB34, member RAS oncogene family",-1.33203457256326,4.25298643672669,-4.27242639262966,0.000555363636186078,0.00575487042170194,-0.268150849948671
"1416595_at","Mrps22","64655","mitochondrial ribosomal protein S22",1.41586468563141,4.17837311112193,4.04292224621901,0.000903284827533611,0.0078245491989952,-0.742770684458743
"1416616_s_at","Clpp","53895","caseinolytic mitochondrial matrix peptidase proteolytic subunit",-1.73484855727895,4.90614850900163,-5.47523556804472,4.6785385837905e-05,0.00130365288173453,2.15632112392927
"1416625_at","Serping1","12258","serine (or cysteine) peptidase inhibitor, clade G, member 1",-1.93577724586501,4.3216031363899,-4.86329483921837,0.000161672799029612,0.0026017131940569,0.940060622852417
"1416636_at","Rheb","19744","Ras homolog enriched in brain",2.37354535416065,6.84499690115647,5.11949377508654,9.56921675175054e-05,0.00190592516043229,1.45442006422162
"1416655_at","C1galt1c1","59048","C1GALT1-specific chaperone 1",1.573820736816,3.09547789745787,3.2246017204893,0.00516856766096927,0.0235489970500972,-2.42957582649416
"1416663_at","Ndufa9","66108","NADH:ubiquinone oxidoreductase subunit A9",1.63681891493448,5.75490308921748,3.5396582917145,0.00264200263399116,0.0152339326189307,-1.78426851729133
"1416668_at","Emc2","66736","ER membrane protein complex subunit 2",1.61958804181152,3.97954601310445,3.59410189867954,0.00235209179821015,0.0140715042375206,-1.67196343939523
"1416678_at","Cops3","26572","COP9 signalosome subunit 3",1.01144351242628,5.02257131732284,3.40281221774368,0.00353763329130791,0.0183247460735194,-2.06567486364205
"1416679_at","Abcd3","19299","ATP-binding cassette, sub-family D (ALD), member 3",1.09184102339316,4.63832197342843,3.08417099012111,0.00695867317529111,0.028668415743652,-2.71355818250149
"1416688_at","Snap91","20616","synaptosomal-associated protein 91",1.93711342394861,3.16214150616481,3.46649989106677,0.00308840555298427,0.0167413186492147,-1.93488430882538
"1416708_a_at","Gramd1a","52857","GRAM domain containing 1A",-1.65273961360104,3.99857664484153,-6.84690159864921,3.45902423724478e-06,0.000321970553032843,4.70245425883353
"1416720_at","Srsf6","67996","serine/arginine-rich splicing factor 6",1.03529715194469,4.62751540303504,4.88334906836128,0.000155130454686707,0.0025361139217785,0.980564997978973
"1416724_x_at","Tcf4","21413","transcription factor 4",-1.58056172985011,3.7489914009805,-4.87213719726431,0.000158753971229718,0.00257304251650688,0.957924726382027
"1416735_at","Asah1","11886","N-acylsphingosine amidohydrolase 1",1.78640021599503,4.82874857692374,5.11619353766103,9.63363144790512e-05,0.00191412750374712,1.44783894681043
"1416747_at","Mfsd5","106073","major facilitator superfamily domain containing 5",1.11835374093623,4.35126934198451,6.48074716219094,6.76207667344669e-06,0.000493544344559371,4.04935696156792
"1416771_at","Trappc3","27096","trafficking protein particle complex 3",1.10996209444675,5.0062074530166,4.97554567141797,0.000128369043617597,0.00229421641460643,1.16626383501484
"1416810_at","Mea1","17256","male enhanced antigen 1",-1.63317631546499,4.27172870533998,-4.38222983876648,0.000440576575717825,0.00493978473844971,-0.0418290860172936
"1416836_at","Lrp10","65107","low-density lipoprotein receptor-related protein 10",-1.37147789931424,3.5723652832706,-4.32314667842682,0.000498979178905695,0.00531039647315157,-0.163532277465669
"1416852_a_at","Ncdn","26562","neurochondrin",-2.38220120771432,7.12573898946425,-6.41234791983305,7.67974338443702e-06,0.000507941366272104,3.92515739907374
"1416859_at","Fkbp3","30795","FK506 binding protein 3",1.51697340343275,5.28308337696439,4.08892960709287,0.000819174965798249,0.00734742852618086,-0.647503657381932
"1416863_at","Abhd8","64296","abhydrolase domain containing 8",-1.13111289675601,2.13039908450121,-5.52863004620281,4.20775223062868e-05,0.00124613353364142,2.26032491508046
"1416896_at","Rps6ka1","20111","ribosomal protein S6 kinase polypeptide 1",-1.47086709326349,3.5787924701814,-3.55789701986401,0.00254111413504896,0.0147954833812706,-1.74666497643232
"1416904_at","Mbnl1","56758","muscleblind like splicing factor 1",1.50539061302583,5.00924370459977,2.96795681486958,0.00888888807913324,0.0339959401079223,-2.94621696101623
"1416908_s_at","Tsn","22099","translin",1.12155785996106,5.65977081474659,3.40563337230028,0.00351642535383354,0.0182483119394123,-2.05988847361748
"1416910_at","Dnajc15","66148","DnaJ heat shock protein family (Hsp40) member C15",1.50214931037879,5.32326552954067,6.83360473584276,3.54312584480359e-06,0.000321970553032843,4.67908557961425
"1416912_at","Akirin1","68050","akirin 1",1.87959645002341,4.17284652002933,7.02799072451109,2.49982017686788e-06,0.000278811263228534,5.01808936081873
"1416939_at","Ppa1","67895","pyrophosphatase (inorganic) 1",1.54602955776781,4.94640528206144,3.9272839477667,0.00115529996358115,0.00911430159553248,-0.98235682644312
"1416943_at","Ube2e1","22194","ubiquitin-conjugating enzyme E2E 1",2.21268513527605,4.88907919858143,3.29567777311075,0.00444407124294153,0.0212401147003064,-2.2848527605517
"1416952_at","Atp6v1d","73834","ATPase, H+ transporting, lysosomal V1 subunit D",1.90255073835647,5.92402533457678,3.48560719663233,0.0029650409438987,0.0163308219076563,-1.89558291330194
"1416956_at","Kcnab2","16498","potassium voltage-gated channel, shaker-related subfamily, beta member 2",-1.0386032838327,5.45924744644232,-4.69086048597214,0.000231007707527416,0.00329586171845955,0.590243365572272
"1416965_at","Pcsk1n","30052","proprotein convertase subtilisin/kexin type 1 inhibitor",-1.03019211100552,4.10542273382767,-3.93553551001403,0.00113517138663763,0.0090312367633805,-0.965257430624163
"1417005_at","Klc1","16593","kinesin light chain 1",1.23147901239556,5.9628498249207,2.93756835098428,0.00947430548471269,0.0354256048818976,-3.00664982606542
"1417007_a_at","Vps4b","20479","vacuolar protein sorting 4B",1.81359040567452,5.38217925425821,3.44661785739337,0.00322219375554323,0.0172597906990817,-1.97574987723806
"1417026_at","Pfdn1","67199","prefoldin 1",-1.27931883659983,4.86060099893664,-3.52788422732095,0.00270924269871809,0.0154274378907107,-1.8085327567083
"1417050_at","C1qtnf4","67445","C1q and tumor necrosis factor related protein 4",-1.13031236105596,2.47984032682241,-3.08681548095067,0.00691991178238029,0.0285920241030198,-2.70823741011687
"1417055_at","Sf3b6","66055","splicing factor 3B, subunit 6",1.19086570717607,1.88277703583469,5.95273436452299,1.83606197121098e-05,0.00076647118377527,3.07295543416777
"1417058_a_at","Krtcap2","66059","keratinocyte associated protein 2",-1.45790711928009,7.18690011936151,-5.44833877351203,4.93595800898262e-05,0.00133349496901567,2.10379270448041
"1417068_a_at","Ptpn1","19246","protein tyrosine phosphatase, non-receptor type 1",-1.089428894977,4.8966680094321,-5.3281819663563,6.27717268406505e-05,0.00153709209036424,1.86802534876552
"1417077_at","Bcap29","12033","B cell receptor associated protein 29",2.04416654379022,3.72176712733897,4.13703242154794,0.000739682139704063,0.00687585771488484,-0.547950925746014
"1417081_a_at","Syngr2","20973","synaptogyrin 2",-2.51313426302732,2.95879573472583,-5.99375873050619,1.69666208672019e-05,0.000739765050178859,3.15025103299717
"1417116_at","Slc6a8","102857","solute carrier family 6 (neurotransmitter transporter, creatine), member 8",-1.3964197019787,5.8261835210918,-4.87613337910929,0.000157452617387946,0.00256296613022997,0.965995672043372
"1417124_at","Dstn","56431","destrin",2.02863259036323,3.33284011736165,3.64491884809245,0.00211023280193593,0.0131604540729334,-1.56700021159139
"1417126_a_at","Rpl22l1","68028","ribosomal protein L22 like 1",1.1406796367673,4.084149711861,3.5120287088586,0.00280249360438854,0.015781289271502,-1.84119408307615
"1417157_at","Actr10","56444","ARP10 actin-related protein 10",1.65822951881379,4.25099146427393,5.42919699616607,5.12802171147677e-05,0.00136181477985767,2.06635382686171
"1417184_s_at","Hbb-b2","15130","hemoglobin, beta adult minor chain",1.75813021917895,5.63679178610997,4.50367775679545,0.000341399580955237,0.00413075236293753,0.207692933578938
"1417184_s_at","Hbb-b1","15129","hemoglobin, beta adult major chain",1.75813021917895,5.63679178610997,4.50367775679545,0.000341399580955237,0.00413075236293753,0.207692933578938
"1417184_s_at","Hbb-bs","100503605","hemoglobin, beta adult s chain",1.75813021917895,5.63679178610997,4.50367775679545,0.000341399580955237,0.00413075236293753,0.207692933578938
"1417184_s_at","Hbb-bt","101488143","hemoglobin, beta adult t chain",1.75813021917895,5.63679178610997,4.50367775679545,0.000341399580955237,0.00413075236293753,0.207692933578938
"1417191_at","Dnajb9","27362","DnaJ heat shock protein family (Hsp40) member B9",1.43561765767014,4.78053568927592,2.75597662672252,0.0138360469439911,0.045768390540447,-3.36372737010079
"1417193_at","Sod2","20656","superoxide dismutase 2, mitochondrial",1.41846510880812,4.18429068704462,5.80223934211575,2.45764756007504e-05,0.000899785334858543,2.78738948559521
"1417202_s_at","Uba3","22200","ubiquitin-like modifier activating enzyme 3",2.33580633643232,3.867664417315,4.37778314487212,0.000444719555602195,0.00497145487403916,-0.0509820357049851
"1417248_at","Ralbp1","19765","ralA binding protein 1",-1.2260338545266,4.98844496414289,-4.26680277266078,0.000562001230267742,0.00577057326712762,-0.279757866239382
"1417255_at","Ift140","106633","intraflagellar transport 140",-1.31251882711259,5.94728322923082,-4.71992255875726,0.000217477733728903,0.00319108378946184,0.649387315704613
"1417258_at","Cct5","12465","chaperonin containing Tcp1, subunit 5 (epsilon)",1.40276872193308,6.48992297841343,3.26265032163326,0.00476732089951037,0.0222579939435921,-2.3521767251658
"1417324_at","Mast2","17776","microtubule associated serine/threonine kinase 2",-1.33531531797253,5.08400329844152,-5.82321646533002,2.35933924480153e-05,0.000877193499310296,2.82738184556709
"1417344_at","Emc7","73024","ER membrane protein complex subunit 7",1.12205236435357,5.22260181218193,3.36906919741045,0.00380134755336506,0.019147214991638,-2.13482842644248
"1417346_at","Pycard","66824","PYD and CARD domain containing",-1.5241415992445,4.15745325587665,-7.15966178873759,1.9795568650042e-06,0.000254485531974914,5.24452327912081
