"PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1416153_at","Srp54b","665155","signal recognition particle 54B",1.57396329712151,7.12480170839392,3.04919442245528,0.00749179423204706,0.0486338852805118,-2.70428064501936
"1416153_at","Srp54c","100101806","signal recognition particle 54C",1.57396329712151,7.12480170839392,3.04919442245528,0.00749179423204706,0.0486338852805118,-2.70428064501936
"1416189_a_at","Sec61a1","53421","Sec61 alpha 1 subunit (S. cerevisiae)",-1.36428810493063,6.36687059781302,-4.95207455028744,0.000134697051963874,0.00544224196024039,1.16800512214777
"1416277_a_at","Rplp1","56040","ribosomal protein, large, P1",-1.34380264111637,6.10955147641154,-3.62293889903307,0.00221163433508318,0.0246639326525675,-1.54067248213836
"1416285_at","Ndufc1","66377","NADH:ubiquinone oxidoreductase subunit C1",1.39462844678023,3.14664450174701,7.64026760620006,8.61471738863785e-07,0.000314957128276225,6.03389477458247
"1416295_a_at","Il2rg","16186","interleukin 2 receptor, gamma chain",-2.4785549962162,2.39017302483545,-4.26636415423292,0.000562522306991461,0.0118067066029581,-0.219155918966866
"1416431_at","Tubb6","67951","tubulin, beta 6 class V",-1.03138421607378,4.06382630881501,-4.20306386882779,0.000643104669243264,0.0125872718393582,-0.348824696706953
"1416453_x_at","Rps12","20042","ribosomal protein S12",-1.23345876858373,4.66624617073341,-3.68361075825444,0.00194289955583671,0.0227066349950214,-1.41616231488588
"1416453_x_at","Rps12-ps24","671641","ribosomal protein S12, pseudogene 24",-1.23345876858373,4.66624617073341,-3.68361075825444,0.00194289955583671,0.0227066349950214,-1.41616231488588
"1416454_s_at","Acta2","11475","actin, alpha 2, smooth muscle, aorta",-1.18616554049777,5.58689945506537,-3.2488513652462,0.00490915559878222,0.0384873716486648,-2.30329343351613
"1416462_at","Caprin1","53872","cell cycle associated protein 1",1.27787119344209,4.83641972666035,4.41666279933485,0.000409795889748267,0.00992723961610738,0.0879040646064437
"1416519_at","Rpl36","54217","ribosomal protein L36",-1.37380915604162,7.65229854349143,-4.80303263525373,0.000183085867599236,0.00629628658464807,0.869924348880844
"1416519_at","Rpl36-ps12","100043718","ribosomal protein L36, pseudogene 12",-1.37380915604162,7.65229854349143,-4.80303263525373,0.000183085867599236,0.00629628658464807,0.869924348880844
"1416520_x_at","Rpl36","54217","ribosomal protein L36",-1.70122211647823,8.17880623542545,-4.5219754050953,0.000328564914892457,0.00861890582624342,0.302220641322972
"1416520_x_at","Rpl36-ps12","100043718","ribosomal protein L36, pseudogene 12",-1.70122211647823,8.17880623542545,-4.5219754050953,0.000328564914892457,0.00861890582624342,0.302220641322972
"1416528_at","Sh3bgrl3","73723","SH3 domain binding glutamic acid-rich protein-like 3",-1.31102894157741,5.39197594656582,-6.86191744014087,3.36654544812656e-06,0.000692467793721014,4.73436710187838
"1416595_at","Mrps22","64655","mitochondrial ribosomal protein S22",1.17772976144303,4.17837311112193,3.36294131839926,0.00385128911169746,0.0337076171477271,-2.0719402740272
"1416616_s_at","Clpp","53895","caseinolytic mitochondrial matrix peptidase proteolytic subunit",-1.22593614967769,4.90614850900163,-3.86909230935702,0.00130783733730653,0.0183113413328574,-1.03493422477602
"1416625_at","Serping1","12258","serine (or cysteine) peptidase inhibitor, clade G, member 1",-2.02477684209718,4.3216031363899,-5.08689044040285,0.000102254932682854,0.00467395308318626,1.43561825042707
"1416708_a_at","Gramd1a","52857","GRAM domain containing 1A",-1.27081725545555,3.99857664484153,-5.2646893838354,7.13241647355604e-05,0.00397737168754137,1.78538210437406
"1416735_at","Asah1","11886","N-acylsphingosine amidohydrolase 1",1.29498404671045,4.82874857692374,3.70879322104412,0.00184119480461564,0.0219802612129805,-1.36444591970966
"1416810_at","Mea1","17256","male enhanced antigen 1",-1.72536743200378,4.27172870533998,-4.62960218793655,0.000262416200057738,0.0076120883878287,0.52040306782186
"1416836_at","Lrp10","65107","low-density lipoprotein receptor-related protein 10",-1.26928919401098,3.5723652832706,-4.00102937553378,0.000987446616889416,0.0156095290465227,-0.763635419292985
"1416852_a_at","Ncdn","26562","neurochondrin",-1.78835866240761,7.12573898946425,-4.81385783521107,0.000179035595379006,0.00629015431839346,0.891649029369264
"1416896_at","Rps6ka1","20111","ribosomal protein S6 kinase polypeptide 1",-1.30642177375869,3.5787924701814,-3.16011837971606,0.00592592870844054,0.0428626500241518,-2.48218861036593
"1416901_at","Npc2","67963","NPC intracellular cholesterol transporter 2",-1.04604059934672,4.77959508706806,-3.8452579247297,0.00137602367109575,0.0188631776356605,-1.08394842152537
"1416910_at","Dnajc15","66148","DnaJ heat shock protein family (Hsp40) member C15",1.08187338097634,5.32326552954067,4.92167789762382,0.000143370785660796,0.00561229653349682,1.10739628188613
"1416912_at","Akirin1","68050","akirin 1",1.29368934082212,4.17284652002933,4.83722805902485,0.00017060146284446,0.00622711270236821,0.93851107255765
"1416956_at","Kcnab2","16498","potassium voltage-gated channel, shaker-related subfamily, beta member 2",-1.20233593834807,5.45924744644232,-5.43036040021775,5.11613130463453e-05,0.00331721723987503,2.1078192925377
"1416972_at","Snu13","20826","SNU13 homolog, small nuclear ribonucleoprotein (U4/U6.U5)",1.06008558610466,3.80393197457669,4.27468680390563,0.00055271812768055,0.0116658585418844,-0.202120959053258
"1416972_at","LOC100862468","100862468","NHP2-like protein 1",1.06008558610466,3.80393197457669,4.27468680390563,0.00055271812768055,0.0116658585418844,-0.202120959053258
"1417038_at","Sept9","53860","septin 9",-1.06238095392512,4.28698606525243,-6.82637191273572,3.58976475040663e-06,0.000725196582524112,4.67282948702871
"1417058_a_at","Krtcap2","66059","keratinocyte associated protein 2",-1.10538956496217,7.18690011936151,-4.13094685318015,0.000749291181754875,0.0138275741363942,-0.496752685516916
"1417077_at","Bcap29","12033","B cell receptor associated protein 29",1.53345085612253,3.72176712733897,3.10343397797064,0.00668112813664261,0.0459459439771705,-2.59591394299236
"1417081_a_at","Syngr2","20973","synaptogyrin 2",-2.01288466221346,2.95879573472583,-4.80067666703598,0.000183979718761171,0.00630715926771252,0.865194752910881
"1417116_at","Slc6a8","102857","solute carrier family 6 (neurotransmitter transporter, creatine), member 8",-1.32008788487699,5.8261835210918,-4.60959165047977,0.000273595273521607,0.00777684253605511,0.479906935558083
"1417236_at","Ehd3","57440","EH-domain containing 3",1.06670493055186,5.33493206880361,3.06867031527356,0.00719018885778067,0.0476803086448258,-2.66542276755023
"1417255_at","Ift140","106633","intraflagellar transport 140",-1.16916756737555,5.94728322923082,-4.20441997648377,0.000641261133537077,0.0125872718393582,-0.34604492409162
"1417324_at","Mast2","17776","microtubule associated serine/threonine kinase 2",-1.09827140390312,5.08400329844152,-4.78948457830939,0.000188287399751287,0.00636706481698845,0.842719435164634
"1417346_at","Pycard","66824","PYD and CARD domain containing",-1.46947973073024,4.15745325587665,-6.9028874237465,3.12709383335923e-06,0.000660239085481101,4.80505771165436
"1417434_at","Gpd2","14571","glycerol phosphate dehydrogenase 2, mitochondrial",-1.05146564098247,4.03481389927098,-3.24480085639795,0.0049515745031165,0.0386591872696736,-2.31148098767535
"1417441_at","Dnajc12","30045","DnaJ heat shock protein family (Hsp40) member C12",1.18061298936741,3.56225588083997,4.06003721166568,0.000871021052518031,0.0147359391241762,-0.642368519393733
"1417481_at","Ramp1","51801","receptor (calcitonin) activity modifying protein 1",-1.3918117770025,4.09121442472455,-3.7621603715479,0.00164294778369236,0.020744892956988,-1.25479173666133
"1417490_at","Ctsb","13030","cathepsin B",-1.33879551232898,6.68055786458395,-3.90161299647087,0.00122024970713022,0.0176530497912586,-0.968054747297
"1417491_at","Ctsb","13030","cathepsin B",-1.04405803801536,3.57764679550171,-4.29603829287568,0.000528351525038487,0.0113635756706472,-0.158434015336553
"1417494_a_at","Cp","12870","ceruloplasmin",-1.30817273547842,3.64848481199477,-4.18871119340681,0.000662948566666024,0.0128174732647123,-0.378249621660167
"1417533_a_at","Itgb5","16419","integrin beta 5",-1.69629825782047,3.19468305623345,-7.62052234671606,8.908890749438e-07,0.000314957128276225,6.00205583406941
"1417609_at","Ube2a","22209","ubiquitin-conjugating enzyme E2A",1.03263727288597,2.75366171640241,3.0447156571197,0.0075628849836019,0.0489467493246501,-2.71320783636048
"1417629_at","Prodh","19125","proline dehydrogenase",-1.55073499560694,3.21664098158643,-5.06504667108071,0.000106909085145826,0.00478048411167875,1.39239421860265
"1417655_a_at","Srrt","83701","serrate RNA effector molecule homolog (Arabidopsis)",-1.24776362640876,3.82795488993494,-7.99798117285689,4.73015284882952e-07,0.000281643258835834,6.60069294156776
"1417665_a_at","Cpsf1","94230","cleavage and polyadenylation specific factor 1",-1.25339341125449,4.92598482289155,-4.10109981157425,0.000798280692473852,0.0141329412737976,-0.558027492347623
"1417672_at","Slc4a10","94229","solute carrier family 4, sodium bicarbonate cotransporter-like, member 10",1.27178591018032,4.58232903331896,3.27764523656545,0.00461777903177619,0.0370643008211509,-2.24503597259561
"1417725_a_at","Znrd2","56390","zinc ribbon domain containing 2",-1.84166807346685,4.24767230293796,-4.19825908452695,0.000649679789797926,0.0126721163137654,-0.358674230512393
"1417746_at","Cplx1","12889","complexin 1",-1.0911714416991,8.38373072844056,-3.05265161791652,0.00743736634536868,0.0485348570707516,-2.69738741907473
"1417763_at","Ssr1","107513","signal sequence receptor, alpha",1.31737032630205,4.58405652146842,3.28476146838837,0.00454844091461227,0.0367877633666557,-2.23062362553572
"1417869_s_at","Ctsz","64138","cathepsin Z",-2.78229712787579,2.81463602430738,-8.80272933541765,1.30244731645232e-07,0.000210494092728929,7.80813736027544
"1417879_at","Nenf","66208","neuron derived neurotrophic factor",-1.13565682174491,4.35170850261887,-3.08272891812422,0.00697989980853285,0.0470301408778631,-2.63733566522744
"1417962_s_at","Ghr","14600","growth hormone receptor",1.034215756507,3.51269811447287,3.07782866263179,0.00705250459544764,0.0472993636567407,-2.64712921790016
"1418006_at","Zc3h18","76014","zinc finger CCCH-type containing 18",-1.14950122219046,3.54181163375122,-3.56623440243494,0.00249628429240817,0.0262007953655801,-1.65689892797823
"1418021_at","C4b","12268","complement component 4B (Chido blood group)",-2.69013664699683,5.14288046387828,-8.17692646572613,3.52618959114195e-07,0.000262188557863939,6.87718714937632
"1418021_at","C4a","625018","complement component 4A (Rodgers blood group)",-2.69013664699683,5.14288046387828,-8.17692646572613,3.52618959114195e-07,0.000262188557863939,6.87718714937632
"1418031_at","Myo9b","17925","myosin IXb",-1.34250731382706,5.80148024124879,-4.91208186254751,0.000146226384037212,0.00570434166418267,1.08824243434898
"1418048_at","1110059G10Rik","66202","RIKEN cDNA 1110059G10 gene",1.18523642298111,4.10488231514958,4.6303498135189,0.000262007688508286,0.0076120883878287,0.521915429227203
"1418066_at","Cfl2","12632","cofilin 2, muscle",1.23628445560262,3.15725756344898,4.27243943315513,0.000555348337197527,0.011699545137273,-0.206720588494644
"1418086_at","Ppp1r14a","68458","protein phosphatase 1, regulatory inhibitor subunit 14A",-1.31011760037419,2.10650804132208,-3.31684005111463,0.00424844044270964,0.0357077315961175,-2.16558800264624
"1418097_a_at","Crlf2","57914","cytokine receptor-like factor 2",-1.17076435211533,5.04802932245025,-5.0981331446564,9.99411605144949e-05,0.00460947824778302,1.45784402892595
"1418133_at","Bcl3","12051","B cell leukemia/lymphoma 3",-1.72496717749043,2.29154536790696,-5.97865170438564,1.74667385576069e-05,0.00186416238964346,3.14888838987801
"1418186_at","Gstt1","14871","glutathione S-transferase, theta 1",-1.47357590020908,3.58394159184876,-6.93774174971612,2.93737042122587e-06,0.000660239085481101,4.86499553763738
"1418209_a_at","Pfn2","18645","profilin 2",1.2106842650267,8.90920456907091,3.25856828929098,0.00480885196533786,0.0380001100257402,-2.28364417832043
"1418223_at","Sec11a","56529","SEC11 homolog A, signal peptidase complex subunit",1.25689271057876,3.79127347034669,4.14622894103754,0.000725397066422671,0.0135930610745308,-0.465390129918982
"1418236_s_at","Atg5","11793","autophagy related 5",-1.07605803567615,3.35629603898773,-4.31820544351601,0.000504206704516108,0.0110544388530828,-0.113102959776171
"1418259_a_at","Entpd2","12496","ectonucleoside triphosphate diphosphohydrolase 2",-1.21758062406413,4.54463398062865,-5.75088705828413,2.7166094117002e-05,0.00241992143894207,2.7214593366488
"1418277_at","Rp9","55934","retinitis pigmentosa 9 (human)",-1.13690069463679,5.76907656209802,-4.12643654665802,0.000756494343744162,0.0138425687767994,-0.506010396353959
"1418300_a_at","Mknk2","17347","MAP kinase-interacting serine/threonine kinase 2",-1.33186616418129,5.38561742928468,-3.8650932908026,0.00131903590591621,0.0184327568749797,-1.04315817555597
"1418364_a_at","Ftl1","14325","ferritin light polypeptide 1",-1.28192180170925,2.44416987043875,-7.66878436980664,8.20766439889089e-07,0.000314957128276225,6.07977503556471
"1418364_a_at","LOC100862446","100862446","ferritin light chain 1",-1.28192180170925,2.44416987043875,-7.66878436980664,8.20766439889089e-07,0.000314957128276225,6.07977503556471
"1418365_at","Ctsh","13036","cathepsin H",-1.8351298258992,2.48799230262241,-6.92931613228292,2.9821062019158e-06,0.000660239085481101,4.85052319282677
"1418388_s_at","Mphosph8","75339","M-phase phosphoprotein 8",1.22529014867301,5.56250301326594,3.93811222023929,0.00112895854284678,0.016885290588092,-0.892995814783739
"1418457_at","Cxcl14","57266","chemokine (C-X-C motif) ligand 14",-3.1549092586679,4.04823355981556,-9.70534106956981,3.35835173436047e-08,9.498258292705e-05,9.05668584561168
"1418467_at","Smarcd3","66993","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3",-1.74062962814643,4.5831743693415,-5.04034129029189,0.000112436044527426,0.00495137630303446,1.34344315089127
"1418485_at","Slc4a3","20536","solute carrier family 4 (anion exchanger), member 3",-1.01628349156724,4.76590009248335,-4.64011971444337,0.00025672860524389,0.00752427645368946,0.541674554672096
"1418506_a_at","Prdx2","21672","peroxiredoxin 2",-1.22230835157147,6.96110530891276,-3.84680422835639,0.00137149343338672,0.0188631776356605,-1.0807686178709
"1418545_at","Wasf1","83767","WAS protein family, member 1",1.05633167233424,4.8972550612236,3.37431716428123,0.00375908789217062,0.0333541657444127,-2.04880088164268
"1418624_at","Ybx1","22608","Y box protein 1",-1.88618884345443,6.06529815669218,-4.35125821625688,0.000470269233719078,0.0107463833734682,-0.0455605863123552
"1418626_a_at","Clu","12759","clusterin",-1.41485815374024,5.9531393227274,-4.75501809946096,0.000202212960365798,0.00655946992447334,0.773431477962626
"1418635_at","Etv3","27049","ets variant 3",-1.16848681333799,3.01293075652818,-4.54669988360092,0.000311999486886012,0.00836409998848687,0.352421835019435
"1418709_at","Cox7a1","12865","cytochrome c oxidase subunit 7A1",-1.08590557847502,2.5944329347647,-4.70682931069475,0.000223470132853016,0.00694915218746125,0.676373960553876
"1418850_at","Epc1","13831","enhancer of polycomb homolog 1",1.02733889027555,4.6024725506907,3.5990565837281,0.00232734004336201,0.025234245133737,-1.58964241014031
"1418892_at","Rhoj","80837","ras homolog family member J",-1.33144174050588,3.29525486040323,-4.14681096113627,0.000724502460686119,0.0135930610745308,-0.46419583883105
"1418963_at","Mindy3","66960","MINDY lysine 48 deubiquitinase 3",1.02301605794507,2.82357848450573,4.59679071523096,0.000281000513036871,0.0079473970099653,0.453984075560803
"1419027_s_at","Gltp","56356","glycolipid transfer protein",-1.46818349420465,5.4270175181365,-3.28876991480768,0.00450983805355402,0.0366795562248186,-2.22250296558007
"1419062_at","Epb41l3","13823","erythrocyte membrane protein band 4.1 like 3",1.09993303773482,5.80389509838103,4.46489912596965,0.000370316017383896,0.00924809073877267,0.186161972145481
"1419081_at","Atg10","66795","autophagy related 10",1.43007723395679,3.66984328757132,3.89734313172179,0.00123140416300863,0.0177463379568365,-0.97683581373303
"1419100_at","Serpina3n","20716","serine (or cysteine) peptidase inhibitor, clade A, member 3N",-1.6559422537866,5.48192281103682,-4.94422623020879,0.00013688370131072,0.00548121097427454,1.15236539726231
"1419103_a_at","Abhd6","66082","abhydrolase domain containing 6",-1.26281525326467,4.7963990654202,-3.39695147876121,0.00358209783683732,0.0325496167294302,-2.00272638653509
"1419252_at","Eps15","13858","epidermal growth factor receptor pathway substrate 15",1.40973313810828,5.36410470169002,3.34181508777559,0.00402850240823101,0.0345858021480735,-2.11488069084306
"1419414_at","Gng13","64337","guanine nucleotide binding protein (G protein), gamma 13",-1.05168487206373,5.47930868862205,-3.50947398962031,0.0028178149109624,0.028310781605433,-1.77306914872151
"1419441_at","Rplp0","11837","ribosomal protein, large, P0",-2.41958984418469,4.59978141904627,-4.21850848322932,0.00062242278812558,0.0124188165821247,-0.31717059416362
"1419449_a_at","Gnai2","14678","guanine nucleotide binding protein (G protein), alpha inhibiting 2",-1.00825596940707,4.27810666317176,-3.90912851241914,0.00120086297288284,0.0175069108404943,-0.95259901747828
"1419456_at","Dcxr","67880","dicarbonyl L-xylulose reductase",-1.45071879835261,4.07471837454082,-7.52746710741352,1.04435585454439e-06,0.000347494052425314,5.85122142507894
"1419649_s_at","Myo1c","17913","myosin IC",-1.2585116216714,4.50273712749368,-5.67496811598278,3.15226997056617e-05,0.00256558490482123,2.57737086585294
"1419663_at","Ogn","18295","osteoglycin",2.52174682076789,4.00591030519534,4.55035260928159,0.000309625390452729,0.00832017112159553,0.359834522645024
"1419687_at","Macrod1","107227","MACRO domain containing 1",-1.41408570998301,4.97900296521105,-4.63673771826204,0.000258543632975619,0.00753841268003396,0.534835540332194
"1419706_a_at","Akap12","83397","A kinase (PRKA) anchor protein (gravin) 12",1.14242444779545,4.26770804662603,4.01569995427096,0.000957108653627588,0.0153803553955808,-0.733479764218963
"1419738_a_at","Tpm2","22004","tropomyosin 2, beta",-1.02542341672949,5.43096661555992,-3.20298283936437,0.00541120413913234,0.0408113016173361,-2.39589445868892
"1419835_s_at","Plec","18810","plectin",-1.65351443623799,7.95011486833942,-4.82395114991323,0.000175341808983323,0.0062326856743482,0.911894707360163
"1419872_at","Csf1r","12978","colony stimulating factor 1 receptor",-2.22946372365352,8.25342198839272,-5.24721358761541,7.38825879410811e-05,0.00404680066072741,1.75117086092368
"1419873_s_at","Csf1r","12978","colony stimulating factor 1 receptor",-2.55096067368549,5.80366095393373,-7.43029196429308,1.23441271446336e-06,0.00038791419552011,5.69232383933846
"1419879_s_at","Trim25","217069","tripartite motif-containing 25",-1.48828889393112,3.66190095497813,-5.13254406118644,9.31880464823885e-05,0.00449005099550756,1.52578128266943
"1419912_s_at","Strap","20901","serine/threonine kinase receptor associated protein",1.49978462469462,3.95891834774543,3.3492535333508,0.00396520364001186,0.0342360307211163,-2.09976641457684
"1419982_s_at",NA,NA,NA,1.31641687000239,4.52664680462416,7.62062873404801,8.90727790889205e-07,0.000314957128276225,6.00222753795284
"1420048_at","C78859","97455","expressed sequence C78859",1.33070893191483,4.50202397597582,4.65409440739648,0.00024936568227357,0.00741416959443085,0.56992375381792
"1420088_at","Nfkbia","18035","nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha",1.89459064721857,6.75302516734113,4.66737484828046,0.000242568431098598,0.00733737075138621,0.596754208679556
"1420110_s_at","Zfp334","228876","zinc finger protein 334",1.06172267161535,3.95905582086106,5.67636782331832,3.14361608452902e-05,0.00256558490482123,2.58003458962233
"1420123_at","Tcta","102791","T cell leukemia translocation altered gene",-1.71898101782149,6.2944595023196,-4.65861602593672,0.00024702982766336,0.00741286058449758,0.579060461802623
"1420124_s_at","Tcta","102791","T cell leukemia translocation altered gene",-1.22702740941406,5.98869037259224,-4.13647257483965,0.000740560897288173,0.013734369559051,-0.485411666084335
"1420157_s_at","Abcf1","224742","ATP-binding cassette, sub-family F (GCN20), member 1",-1.31934981240594,4.89650021376756,-5.72715100453598,2.84569323321914e-05,0.00249273714621749,2.67649567655757
"1420191_s_at","Tmem191c","224019","transmembrane protein 191C",-2.09931774256951,4.43428335379821,-5.807168608508,2.43417205888116e-05,0.0022388445936685,2.82776076113409
"1420270_at",NA,NA,NA,1.10512085499057,3.3551865040118,6.24202389444691,1.05724176527817e-05,0.00128608345060128,3.63381384659219
"1420275_at",NA,NA,NA,1.43577119080166,4.71895603467598,8.15103178180062,3.67838257370334e-07,0.000262188557863939,6.83746412888788
"1420361_at","Slc11a1","18173","solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1",-1.27614726188465,3.83104974300267,-4.58267037338045,0.000289406669945294,0.00806418142140669,0.425374097817015
"1420570_x_at","Tcl1b3","27378","T cell leukemia/lymphoma 1B, 3",-1.03472437697882,8.31311168379882,-4.5405666953147,0.000316027602676947,0.00843212327614222,0.339973128139013
"1420842_at","Ptprf","19268","protein tyrosine phosphatase, receptor type, F",-1.04171571249992,5.36846486406851,-3.54570466386852,0.00260812183077511,0.0269951347406759,-1.69893815269881
"1420886_a_at","Xbp1","22433","X-box binding protein 1",1.03317297382897,4.99178392377619,4.59084972638425,0.000284506527325023,0.00796688698917819,0.441948653981822
"1420962_at","Hapln2","73940","hyaluronan and proteoglycan link protein 2",-1.48793120182333,5.42123403069386,-4.39760415916203,0.000426552407722137,0.010159131344338,0.0490399176301164
"1421059_a_at","Alg2","56737","asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",1.14934159578997,5.72445547948905,3.96668106838261,0.00106232893254269,0.0162472834487363,-0.834251494840053
"1421062_s_at","Clta","12757","clathrin, light polypeptide (Lca)",1.19905558447945,9.17262895704935,4.99311621871459,0.000123832120152052,0.00507668787485339,1.24968407005526
"1421296_at","Tnfrsf10b","21933","tumor necrosis factor receptor superfamily, member 10b",-1.00636025618138,2.51507653408293,-5.33291594205001,6.21779756222422e-05,0.00370220756954961,1.91858537092385
"1421374_a_at","Fxyd1","56188","FXYD domain-containing ion transport regulator 1",-1.38554777630908,4.2495318256053,-6.59496546989321,5.47534213007511e-06,0.000900638681717257,4.26752652414262
"1421375_a_at","S100a6","20200","S100 calcium binding protein A6 (calcyclin)",-1.2487399003736,3.69095864283623,-3.6237391963788,0.00220785820528368,0.0246569594041207,-1.53903106123422
"1421654_a_at","Lmna","16905","lamin A",-1.52307385996892,3.57462733791423,-4.88130853995261,0.000155783558440939,0.00591402482094745,1.02675450973918
"1421751_a_at","Psmd14","59029","proteasome (prosome, macropain) 26S subunit, non-ATPase, 14",1.56901893053669,6.24359771427986,3.29293806464236,0.00447004062920458,0.0365915843981125,-2.21405691706291
"1421849_at","Stag2","20843","stromal antigen 2",1.12508779017037,2.95868240757451,4.08666981123992,0.000823115132879401,0.014308925913616,-0.587661097011511
"1421851_at","Map1b","17755","microtubule-associated protein 1B",1.11702894739592,2.21312904609063,4.90514220505852,0.000148327778033866,0.00574087236480206,1.07438483378221
"1421861_at","Clstn1","65945","calsyntenin 1",-1.23422713987066,5.51505472199365,-4.06225400784727,0.000866928191860825,0.0147359391241762,-0.63781421245278
"1421882_a_at","Elavl2","15569","ELAV like RNA binding protein 1",1.03610391378164,3.59430336276312,3.28836147729156,0.00451375659862038,0.0366795562248186,-2.22333049383121
"1422126_a_at","Nudt13","67725","nudix (nucleoside diphosphate linked moiety X)-type motif 13",-1.09900553108281,2.60703494579437,-6.03342186321267,1.57229658202388e-05,0.0017776871111863,3.25056561907459
"1422186_s_at","Cyb5r3","109754","cytochrome b5 reductase 3",-1.39376875428023,7.1442699628398,-5.94715510526334,1.85591703876611e-05,0.00194224455939045,3.09022103646478
"1422241_a_at","Ndufa1","54405","NADH:ubiquinone oxidoreductase subunit A1",1.00085501141174,9.16923921762033,3.30692003267701,0.00433906015688917,0.0359554989566329,-2.1857112773613
"1422313_a_at","Igfbp5","16011","insulin-like growth factor binding protein 5",1.67943468689814,7.05646538028075,4.12745279647751,0.000754865254508545,0.0138408275919857,-0.503924417520431
"1422484_at","Cycs","13063","cytochrome c, somatic",1.19440954034742,7.02856118724658,3.86920660864939,0.00130751867159267,0.0183113413328574,-1.03469916841833
"1422557_s_at","Mt1","17748","metallothionein 1",-2.04621784032796,7.67837753675867,-6.93925234171306,2.92942416931096e-06,0.000660239085481101,4.86758908109
