"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0016482","cytosolic transport","43/3241","147/23210",1.12606489944365e-06,2.44399242461132e-05,1.41868070038105e-05,"Rab5a/Snx6/Cltc/Eps15/Rab6a/Kif5b/Ehd3/Vps35/Trim27/Rab14/Actr2/Src/Vps26b/Map2k1/Rdx/Snx12/Erc1/Rab9/Stx5a/Gosr1/Rab21/Emp2/Mapk1/Tbc1d17/Mtmr2/Ykt6/Snx5/Dnajc13/Map2k2/Syt7/Kif5a/Ighm/Vps11/Sh3glb1/Coro1a/Kif1c/Kif1b/Vps52/Sort1/Dab2/Sys1/Baiap3/Rnf126",43
"BP","GO:0045862","positive regulation of proteolysis","78/3241","328/23210",1.13650660373354e-06,2.45548623706084e-05,1.42535259090401e-05,"Csnk1a1/Cycs/Bcl2l11/Fbxw7/Xbp1/Adam9/Socs5/Hspd1/Sh3d19/Jak2/Vsir/Mtch2/Pten/Sumo2/Src/C6/Fmr1/Oga/Mapk8/Rchy1/Rnf14/Rps27l/Rnf144a/Casp8ap2/Asph/Zfand2a/Bad/Pdcd2/Arl6ip5/Stat3/Prelid1/Tnf/Nodal/Socs4/Meltf/Hip1r/Fbxw11/Fbxw8/Btrc/Dnaja3/Rhoa/Mmp14/Wdr48/Trem2/Psen1/Antxr1/Grin1/Cbfa2t3/Pawr/Nrd1/Tnfsf10/Dab2/Gsk3b/Fyn/Clu/Gsk3a/Gba/Dnajb2/Acer2/Ctsd/Nupr1/Tnp2/Fis1/Grn/Cfl1/Tmem259/Usp50/Htra2/Dda1/Ccdc22/Myh9/Phb/C3/Nop53/Pycard/Apoe/Ctsh/Gsn",78
"BP","GO:0030323","respiratory tube development","58/3241","222/23210",1.1392446982029e-06,2.45548623706084e-05,1.42535259090401e-05,"Igfbp5/Bmpr1a/Asah1/Cdc42/Rspo2/Fbxw7/Ctnnb1/Thrb/Pcsk5/Lif/Man1a2/Hmgb1/Wwp1/Map2k1/Srsf6/Nfib/Fgfr2/Grhl2/Spry1/Wnt7b/Fgf10/Tnf/Nodal/Pthlh/Mapk1/Foxa1/Numa1/Foxp1/Gpc3/Hmga2/Creb1/Hopx/Rbpj/Dnaaf1/Rab3a/Map2k2/Foxj1/Dppa2/Mmp14/Sim2/Rpl13a/Notch1/Tbx5/Cux1/Ppp1ca/Sparc/Rbp4/Dhcr7/Jmjd6/Mapk8ip3/Aldh1a2/Pdpn/Meg3/Ltbp3/Ctsh/Pdgfrb/Chil1/Ctsz",58
"BP","GO:0052547","regulation of peptidase activity","93/3241","411/23210",1.17647292281052e-06,2.52698270213336e-05,1.46685462426648e-05,"Arl6ip1/App/Cycs/Bcl2l11/Serpini1/Xiap/Igbp1/Hspd1/Psma3/Jak2/Vsir/Mtch2/Src/Rps27l/Col7a1/Casp8ap2/Rnf34/Spock1/Asph/Adora2a/Kng1/Serpinb9g/Bad/Serpinb9b/Pdcd2/Timp3/Arl6ip5/Stat3/Wfikkn1/Prelid1/Plaur/Tnf/Nodal/Serpini2/Slpi/Serpinb11/Ltf/Hip1r/Sh3rf1/Gpc3/Atp13a2/Anxa8/Rag1/Dnaja3/Por/Spink1/Psmb9/Rhoa/Serpinb3a/Serpinb3c/Serpinb3b/Htt/Hdac1/Antxr1/A2m/Grin1/Klf4/Pawr/Nrd1/Tnfsf10/Gpi1/Ints1/Cryab/Arrb2/Pih1d1/Gapdh/Fyn/Papln/Pcsk1n/Acer2/Ctsd/Park7/Cst7/Fis1/Grn/Spint2/Pebp1/Usp50/Mical1/Gpx1/Htra2/Cst3/Agt/Rps6ka1/Pcid2/Timp4/Pycard/Timp2/Serpina3n/Ctsh/Gsn/Map2k5/Serping1",93
"BP","GO:0098930","axonal transport","23/3241","58/23210",1.23418587440978e-06,2.64183636140842e-05,1.53352449940227e-05,"Kif5b/Hif1a/Nefl/Arl8b/Actr10/Pafah1b1/Fmr1/Ap3m1/Ap3b1/Rab21/Hap1/Ap3s1/Bsn/Dst/Bloc1s3/Ap3m2/Kif5a/Kif1c/Kif1b/Hspb1/Mapk8ip3/Dtnbp1/Bloc1s1",23
"BP","GO:1902275","regulation of chromatin organization","53/3241","197/23210",1.24188253568513e-06,2.64920764204886e-05,1.53780335619265e-05,"Nap1l2/Mphosph8/Bcl6/Kat2b/Ctnnb1/Xbp1/Ube2b/Fh1/Lif/Tada2a/Fmr1/Smad4/Nipbl/Naa40/Gata2/Mtf2/Paxbp1/H1f2/Rnf20/Mllt6/Tet1/Sphk2/Tlk2/Slk/Rps6ka4/Daxx/Ctr9/Setd1a/Atrx/BC004004/Dppa2/Phf19/Kdm3a/Znhit1/Suv39h1/Jdp2/Map1s/Smarcb1/Pih1d1/Cdk9/Airn/Tpr/Trip12/Resf1/Kdm5a/Kdm1a/Zmpste24/Dnmt1/Kat2a/Atg5/Macroh2a1/Srebf1/Lmna",53
"BP","GO:0034404","nucleobase-containing small molecule biosynthetic process","48/3241","172/23210",1.25226554089667e-06,2.66223960895747e-05,1.54536810956712e-05,"App/Ppargc1a/Hif1a/Hprt/Acat1/Samhd1/Mtch2/Foxk2/Nudt4/Pgk1/Smpdl3a/Pfkfb2/Mtap/Aprt/Enpp3/Nudt11/Nudt10/Bpgm/Stat3/Ak1/Ins2/Pde2a/Nme7/Uck2/Nt5c/Abcd1/Eif6/Ldha/Psen1/Impdh2/Cbfa2t3/Gpi1/Aldoa/Nudt9/Enpp1/Gapdh/Zbtb20/Pfkm/Acot7/Eno1b/Pnp/Nupr1/Cnp/Pkm/Mif/Adpgk/Aldoc/Entpd2",48
"BP","GO:0061008","hepaticobiliary system development","38/3241","124/23210",1.32644332474891e-06,2.8103453979119e-05,1.63134007179109e-05,"Rtn4/Xbp1/Cul3/Lims1/Sod2/Sec63/Cadm1/Nipbl/Tgfbr3/Ceacam1/Rarb/Rb1cc1/Arf6/Frzb/Rhbdd3/Nodal/Ahr/Fgl1/Tgfa/Runx1/Dnaaf1/Foxm1/Ezh1/Pkd1/Notch1/Cpb2/Lims2/Gfer/Sulf2/Ccnd1/Smarca4/Anxa1/Zmpste24/Notch2/Pkm/Taf10/Meg3/Rps6ka1",38
"BP","GO:0033143","regulation of intracellular steroid hormone receptor signaling pathway","28/3241","79/23210",1.33795347499439e-06,2.81557844450679e-05,1.63437773350133e-05,"Ufm1/Ncoa3/Cnot9/Strn3/Bdnf/Src/Ube2i/Pak1/Rnf14/Kdm5d/Ar/Nodal/Foxa1/Hmga2/Rhoa/Hdac1/Ppp5c/Phb2/Nr3c1/Arrb2/Smarca4/Dab2/Ntrk2/Carm1/Park7/Calr/Phb/Safb2",28
"BP","GO:1902117","positive regulation of organelle assembly","28/3241","79/23210",1.33795347499439e-06,2.81557844450679e-05,1.63437773350133e-05,"G3bp2/Vps4b/Sept7/Stx18/Src/Mapk8/Sdcbp/Plk4/Pdcd6ip/Ulk1/Hap1/Cnot6/Tnf/Numa1/Entr1/Edn1/Rhoa/Htt/Crocc/Sh3glb1/Nup62/Kctd17/Sdc1/Pqbp1/Fscn1/Sept9/Sdc4/Mark4",28
"BP","GO:0018108","peptidyl-tyrosine phosphorylation","76/3241","319/23210",1.43822961309269e-06,3.0164081683348e-05,1.75095471237759e-05,"Cd24a/Ggnbp2/App/Cntn1/Hsph1/Cnot7/Ptpn2/Fbxw7/Ghr/Nrp1/Socs5/Prkce/Aplp2/Jak2/Lif/Itgb1/Src/Dusp22/Rasa1/Parp9/Fgfr2/Kit/Lrp4/Adam17/Jak1/Rap2b/Wee1/Fes/Fgf10/Cd3e/Ins2/Tnf/Socs4/Tgfa/Cd80/Lrp8/Csf3/Samsn1/Tnk2/Spink1/Tec/Ighm/Tcf3/Trem2/Nf2/Hdac1/Ddr1/Psen1/Zgpat/Agrn/Iqgap1/Tnfrsf1a/Flt1/Il6st/Clk3/Fcgr1/Enpp2/Arrb2/Crlf1/Fyn/Egfr/Prkcz/Sema4d/Ppp2r5b/Stk11/Il6ra/Ptpn1/Arhgef2/Ptpn11/Csf1r/Mif/Hbegf/Erbb3/Agt/Pdgfrb/Socs3",76
"BP","GO:0033002","muscle cell proliferation","60/3241","234/23210",1.46900878806194e-06,3.07062273182478e-05,1.78242500423623e-05,"Igfbp5/Rab5a/Bmpr1a/Akirin1/Ppargc1a/Hif1a/Ctnnb1/Htr1b/Jak2/Prkar1a/Sod2/Ndrg4/Pten/Pak1/Fgfr2/Paxbp1/Mfn2/Tgfbr3/Foxj2/Npy5r/Stat3/Ncam1/Tnf/Mapk1/Irak4/Adamts1/Calcrl/Foxp1/Ralbp1/Ccn4/Il10/Rbpj/Rxrb/Naa35/Edn1/Mapk11/Arid2/Nqo2/Klf4/Meis1/P2ry6/Notch1/Irak1/Tgfbr1/Tbx5/Aif1/Gsk3b/Egfr/Rbp4/Il6ra/Comt/Gnai2/Hbegf/Dnmt1/Ddx39b/Cdkn1a/Agt/Mmp2/Pdgfrb/Tgm2",60
"BP","GO:0061572","actin filament bundle organization","47/3241","168/23210",1.48994067218334e-06,3.09487993475397e-05,1.79650574576977e-05,"Aif1l/Pfn2/Dpysl3/Cul3/Limch1/Nrp1/Cd47/Ush1c/Coro2b/Src/Mkks/Rdx/Triobp/Pak1/Tsc1/Synpo2/Lima1/Pls1/Clasp1/Was/Braf/Rhob/Rapgef3/Pdxp/Rhoa/Itgb1bp1/Wnt4/Fhdc1/Synpo/Nf2/Arhgap6/Itgb5/Pawr/Plek/Tnfaip1/Tgfbr1/Aif1/Shank3/Add3/Rnd2/Zyx/Arhgef10/Cfl1/Fscn1/Add1/Sdc4/Tesk1",47
"BP","GO:0048661","positive regulation of smooth muscle cell proliferation","34/3241","106/23210",1.49055061876094e-06,3.09487993475397e-05,1.79650574576977e-05,"Igfbp5/Rab5a/Bmpr1a/Ppargc1a/Hif1a/Htr1b/Jak2/Pak1/Fgfr2/Mfn2/Foxj2/Npy5r/Tnf/Irak4/Adamts1/Calcrl/Ccn4/Rbpj/Edn1/Nqo2/P2ry6/Irak1/Aif1/Gsk3b/Egfr/Il6ra/Gnai2/Hbegf/Dnmt1/Ddx39b/Agt/Mmp2/Pdgfrb/Tgm2",34
"BP","GO:0061136","regulation of proteasomal protein catabolic process","49/3241","178/23210",1.5053468125692e-06,3.11521770614404e-05,1.80831134854877e-05,"Taf9/Psmd14/Csnk1a1/Wac/Usp14/Fbxw7/Xbp1/March7/Socs5/Ccar2/Ube2g2/Sumo2/Fmr1/Mapk8/Rchy1/Sdcbp/Rnf14/Gna12/Rnf144a/Zfand2a/N4bp1/Erlec1/Socs4/Styx/Tlk2/Fbxw8/Btrc/Trem2/Psen1/Pkd1/Cbfa2t3/Ubac2/Dab2/Gsk3b/Clu/Gsk3a/Gba/Smarcc1/Os9/Dnajb2/Park7/Nupr1/Alad/Tmem259/Gpx1/Dda1/Nop53/Rhbdf1/Apoe",49
"BP","GO:0090132","epithelium migration","69/3241","282/23210",1.57876369715254e-06,3.25633081773614e-05,1.8902242243705e-05,"Strap/Pfn2/Pdcd10/Hif1a/Rtn4/Nus1/Fbxw7/Adam9/Nrp1/Prkce/Hmgb1/Itgb1/Sema3a/Pten/Iqsec1/Src/Nfe2l2/Gata2/Synj2bp/Grhl2/Tgfbr3/Mapre2/Kit/Adam17/Ceacam1/Pik3c2a/Apoh/Arf6/Pdpk1/Fgf10/Emp2/Ccr6/Clasp1/Fap/Rhob/Rhoa/Itgb1bp1/Plekhg5/Sema4a/Prkx/Klf4/Hspb1/Notch1/Itgav/Gpi1/Tgfbr1/Enpp2/Anxa1/Map3k3/Sparc/Mia3/Calr/Bcar1/Hyal1/Map4k4/Coro1c/Ptpn11/Grn/Hbegf/Gpx1/Card10/Hdac5/Myh9/Agt/Rhoj/Apoe/Scarb1/Ctsh/Map2k5",69
"BP","GO:0030324","lung development","57/3241","219/23210",1.59779945265718e-06,3.28471709260779e-05,1.90670179603176e-05,"Igfbp5/Bmpr1a/Asah1/Cdc42/Rspo2/Fbxw7/Ctnnb1/Thrb/Lif/Man1a2/Hmgb1/Wwp1/Map2k1/Srsf6/Nfib/Fgfr2/Grhl2/Spry1/Wnt7b/Fgf10/Tnf/Nodal/Pthlh/Mapk1/Foxa1/Numa1/Foxp1/Gpc3/Hmga2/Creb1/Hopx/Rbpj/Dnaaf1/Rab3a/Map2k2/Foxj1/Dppa2/Mmp14/Sim2/Rpl13a/Notch1/Tbx5/Cux1/Ppp1ca/Sparc/Rbp4/Dhcr7/Jmjd6/Mapk8ip3/Aldh1a2/Pdpn/Meg3/Ltbp3/Ctsh/Pdgfrb/Chil1/Ctsz",57
"BP","GO:0008380","RNA splicing","84/3241","364/23210",1.65995167488941e-06,3.40126282331781e-05,1.97435387924e-05,"Zranb2/Npm1/Strap/Mbnl1/Bcas2/Dhx15/Syncrip/Hnrnpk/Thoc1/Snu13/Snrnp40/Hnrnpf/Hnrnpa3/Srsf3/Ccar2/Thoc7/Cdc5l/Hnrnph1/Ecd/Nova1/Qk/Rnps1/Fmr1/Srsf5/Sf3b6/Srsf6/Rbmxl1/Wbp4/Celf1/Rnpc3/Ptbp2/Tardbp/Smu1/Snrpe/Scaf11/Eftud2/Son/Ncbp2/U2af1l4/Prpf31/Celf2/Malat1/Rbm28/Snrnp27/Smn1/Zfp64/Snrpa/Sfswap/Ddx39/Rbm4/Rbfox2/Aqr/Lsm10/Clk3/Prpf40b/Srpk2/Cd2bp2/Tfip11/Sf3b2/Acin1/Rrp1b/Rtraf/Hnrnpa1/Pcbp4/Jmjd6/Prdx6/Cwf19l1/Prkrip1/Bud31/Rbm5/Syf2/Snrpb/Slu7/Arl6ip4/Pqbp1/Ddx39b/Xab2/Rp9/Prpf40a/Prpf6/Rbm42/Ybx1/Trpt1/Lgals3",84
"BP","GO:0010639","negative regulation of organelle organization","91/3241","403/23210",1.6741851970638e-06,3.41918019426571e-05,1.98475449591515e-05,"Npm1/Sptbn1/Pfn2/Pttg1/Higd1a/Ppargc1a/Map4/Gmfb/Map1b/Kat2b/Fhod3/Slc25a5/H3f3a/H3f3b/Sec22b/Ube2b/Dnm1l/Ppif/Fh1/Lif/Rbm14/Rad50/Lig3/Coro2b/Mtpn/Src/Smad4/Mkks/Rdx/Mapre1/Fgfr2/Mtf2/Lima1/H1f2/Dync1li1/Mllt6/Prelid1/Mapt/Tet1/Sphk2/Dnm2/Top2a/Bub3/Bmp7/Terf2ip/Rnf41/Ten1/Hip1r/Clasp1/Was/Atrx/Fxn/Exosc10/Pinx1/Mad1l1/Phf23/Kdm3a/Coro1a/Ccnf/Odf2l/Tmod2/Fkbp4/Arhgap6/Smarcb1/Tbcd/Arrb2/Pih1d1/Gmfg/Shank3/Tpr/Add3/Trip12/Vat1/Kdm5a/Kdm1a/Nupr1/Arhgef2/Cfl1/Ercc1/Gpx1/Dnmt1/Tmsb10/Kat2a/Htra2/Atg5/Add1/Macroh2a1/Pcid2/Tspo/Lmna/Gsn",91
"BP","GO:0032886","regulation of microtubule-based process","60/3241","235/23210",1.70746639138612e-06,3.47575429802096e-05,2.01759444596193e-05,"Npm1/Chordc1/Cltc/Vps4b/Stag2/Map1b/Hsph1/Kat2b/Ctnnb1/Igbp1/Smc3/Chmp1b/Pafah1b1/Rbm14/Ranbp1/Mapk8/Mkks/Pak1/Mapre1/Plk4/Mapre2/Cfap298/Pdcd6ip/Cdk5r1/Fes/Senp6/Dync1li1/Hap1/Mapt/Htr1a/Dst/Mark2/Numa1/Clasp1/Dnaaf1/Arl2/Rhoa/Ccdc65/Psrc1/Atf5/Gba2/Ccnf/Agrn/Fkbp4/Pkd1/Map1s/Tpx2/Tbcd/Stmn4/Nup62/Drg1/Gsk3b/Tpr/Gsk3a/Cep131/Arhgef2/Parp3/Kat2a/Phldb1/Mark4",60
"BP","GO:0010970","transport along microtubule","45/3241","159/23210",1.74836600818766e-06,3.52913615466141e-05,2.04858137088186e-05,"App/Kif5b/Cdc42/Hif1a/Map1b/Wasf1/Rab1a/Nefl/Pcm1/Arl8b/Actr10/Vamp7/Pafah1b1/Dync1i1/Klc1/Fmr1/Ap3m1/Map2k1/Ap3b1/Rab21/Flot2/Hap1/Mapt/Ap3s1/Bsn/Dst/Nme7/Bloc1s3/Ift80/Ap3m2/Kif5a/Nde1/Htt/Actr1a/Kif1c/Kif1b/Hspb1/Cln3/Prkcz/Mapk8ip3/Cep131/Dtnbp1/Ift27/Ift140/Bloc1s1",45
"BP","GO:0099111","microtubule-based transport","45/3241","159/23210",1.74836600818766e-06,3.52913615466141e-05,2.04858137088186e-05,"App/Kif5b/Cdc42/Hif1a/Map1b/Wasf1/Rab1a/Nefl/Pcm1/Arl8b/Actr10/Vamp7/Pafah1b1/Dync1i1/Klc1/Fmr1/Ap3m1/Map2k1/Ap3b1/Rab21/Flot2/Hap1/Mapt/Ap3s1/Bsn/Dst/Nme7/Bloc1s3/Ift80/Ap3m2/Kif5a/Nde1/Htt/Actr1a/Kif1c/Kif1b/Hspb1/Cln3/Prkcz/Mapk8ip3/Cep131/Dtnbp1/Ift27/Ift140/Bloc1s1",45
"BP","GO:0010876","lipid localization","85/3241","370/23210",1.75265568734568e-06,3.52913615466141e-05,2.04858137088186e-05,"Nfkbia/Vps4b/Hnrnpk/Nus1/Tmem30a/Ptpn2/Abcd3/Vamp7/Slc27a2/Msr1/Atp9a/Ldlr/Atp8a1/Ttc39b/Crp/Vstm2a/Slco1a4/Acsl1/Star/Apoc1/Atp8a2/Ffar2/Lima1/Ptch1/Apoh/Pnpla8/Kdm5b/Stard5/Abcg8/Stard4/Slc51a/Sgpp1/Prelid1/Pla2g2f/Tnf/Pla2g4a/Atp9b/Oxt/Acsl5/Nrip1/Cpt1b/B4galnt1/Runx1/Abhd5/Edn1/Nr1h2/Ikbke/Abcd1/Syt7/Hdlbp/Ehd1/Pitpnm1/Irak1/Itgav/Tnfrsf11a/Repin1/Gps2/Anxa1/Bscl2/Dab2/Lamtor1/Enpp1/Anxa2/Rbp4/Irs2/Lrp1/Osbpl9/Abcg4/Ptpn11/Mif/Soat1/Gm2a/Npc2/Hexb/Lrp10/Gramd1a/Agt/Pltp/C3/Gltp/Tspo/Hexa/Apoe/Selenom/Scarb1",85
"BP","GO:0006006","glucose metabolic process","52/3241","194/23210",1.75635287838343e-06,3.52913615466141e-05,2.04858137088186e-05,"Dlat/Hif1a/Ptpn2/Kat2b/Ranbp2/Cpt1a/Igfbp4/Hmgb1/Src/Foxk2/Supt20/Pgk1/Ppp1cb/Serp1/Pfkfb2/Brat1/Bad/Kcnj11/C1qtnf12/Ins2/Tnf/Pdk1/Fgl1/Sds/Sesn2/Galm/Atf4/Slc2a8/Foxo1/Fabp5/G6pdx/Ldha/Pcx/Nr3c1/Gpi1/Usf1/Enpp1/Ppp1ca/Gapdh/Pgp/Pfkm/Rbp4/Irs2/Zmpste24/Stk11/Grb10/Arpp19/Pkm/Adpgk/Kat2a/Gpd2/Dcxr",52
"BP","GO:0006643","membrane lipid metabolic process","46/3241","164/23210",1.77210770611697e-06,3.5493436982002e-05,2.06031137942522e-05,"Serinc1/Asah1/Agk/Pigm/Plpp1/Degs1/B4galt6/Hacd3/Smpdl3a/Kit/Psapl1/Cers4/Pign/Sgpp1/Sccpdh/Pigk/Sphk2/Smpd4/Dpm1/B4galnt1/Elovl7/Ormdl2/St3gal2/Sphk1/Hacd4/Neu1/St6galnac5/Neu2/Gba2/Pgap2/Mgst2/Cerk/Pigu/Pigc/Cln3/Cers2/Gpaa1/Gba/Pigo/Hacd2/Acer2/Pla2g15/Pdxdc1/Gm2a/Hexb/Hexa",46
"BP","GO:1903034","regulation of response to wounding","49/3241","179/23210",1.79489155275014e-06,3.58345496220533e-05,2.08011217398675e-05,"Cd24a/Rtn4/Xbp1/Prkce/Hmgb1/Pten/Nfe2l2/Map2k1/Srsf6/Gjd4/Adam17/Ceacam1/Tspan8/Kng1/Apoh/Selp/Stk24/Mylk/Clasp1/Hopx/Ccn4/Braf/Il10/Rab3a/Map2k2/Klk8/Sox15/Tec/Wnt4/Ptprs/Klf4/Cpb2/Plek/Anxa1/Cers2/Anxa2/Lrp1/Pdpn/Grn/Mif/Hbegf/Fcer1g/Ptprf/Cdkn1a/Acta2/Prdx2/Myh9/Apoe/Serping1",49
"BP","GO:0019439","aromatic compound catabolic process","105/3241","483/23210",1.82267541392548e-06,3.62729877103572e-05,2.10556248422197e-05,"Hnrnpr/Tnrc6a/App/Npm1/Eif3e/Ppargc1a/Syncrip/Hif1a/Tbrg4/Cnot7/Hprt/Apex1/Zfp36l1/Cnot9/Acat1/Qdpr/Samhd1/Parn/Tob1/Tdo2/Csde1/Cpeb3/Qk/Mtch2/Ssb/Etf1/Rnps1/Fmr1/Foxk2/Nudt4/Exosc8/Samd4b/Pgk1/Polr2g/Supv3l1/Smpdl3a/Tardbp/Ugt1a7c/Ugt1a1/Smg5/Pfkfb2/Eri1/Enpp3/Nudt11/Nudt10/Gigyf2/Ncbp2/Exosc2/Bpgm/Stat3/Ins2/Tet1/Cnot6/Dis3/Tat/Pde2a/Zfp36/Mlh1/Exosc4/Nt5c/Mus81/Abcd1/Exosc10/Pdxp/Eif6/Pan2/Ldha/Psen1/Gtpbp1/Cbfa2t3/Gpi1/Csdc2/Aldoa/Fah/Nudt9/Enpp1/Trir/Gapdh/Zbtb20/Edc4/Pfkm/Acot7/Endog/Eno1b/Pnp/Eri3/Pcbp4/Rnaseh2c/Nupr1/Cnp/Comt/Cubn/Pkm/Mif/Adpgk/Slfn8/Aldoc/Entpd2/Slc11a1/Rexo4/Helz2/Pcid2/Acaa1a/Ybx1/Vim",105
"BP","GO:1903008","organelle disassembly","30/3241","89/23210",1.91172060384603e-06,3.79239096858501e-05,2.20139466115022e-05,"Vdac1/Kif5b/Fundc1/Retreg1/Tomm7/Hif1a/Fbxw7/Mcts1/Dnm1l/Wdr45b/Klc1/Fundc2/Mfn2/Stx5a/Rb1cc1/Ulk1/Gfm2/Atg12/Rnf41/Cttn/Tmem173/Htt/Gsk3a/Gba/Tex264/Fis1/Htra2/Atg5/Srebf1/Tspo",30
"BP","GO:0001889","liver development","37/3241","121/23210",1.92592983071559e-06,3.79639775807829e-05,2.20372050916324e-05,"Rtn4/Xbp1/Cul3/Lims1/Sod2/Sec63/Cadm1/Tgfbr3/Ceacam1/Rarb/Rb1cc1/Arf6/Frzb/Rhbdd3/Nodal/Ahr/Fgl1/Tgfa/Runx1/Dnaaf1/Foxm1/Ezh1/Pkd1/Notch1/Cpb2/Lims2/Gfer/Sulf2/Ccnd1/Smarca4/Anxa1/Zmpste24/Notch2/Pkm/Taf10/Meg3/Rps6ka1",37
"BP","GO:0006611","protein export from nucleus","37/3241","121/23210",1.92592983071559e-06,3.79639775807829e-05,2.20372050916324e-05,"Npm1/Riok2/Zc3h11a/Ppm1a/Thoc1/Xpo7/Srsf3/Thoc7/Ran/Cse1l/Ssb/Sem1/Poldip3/Nmd3/Chchd4/Cdk5/Tsc1/Camk4/Eif5a/Styx/Nutf2/Rps15/Rapgef3/Ddx39/Eif6/Pkd1/Nxf1/Sarnp/Gsk3b/Tpr/Ranbp17/Park7/Calr/Ptpn11/Ranbp3/Ddx39b/Pcid2",37
"BP","GO:0033157","regulation of intracellular protein transport","55/3241","210/23210",1.96118813574889e-06,3.85370375317977e-05,2.23698530509628e-05,"Riok2/Pdcd10/Kif5b/Tomm7/Cdc42/Ppm1a/Tmem30a/Fbxw7/Xbp1/Pcm1/Ran/Vamp7/Grasp/Ube2g2/Chchd4/Pak1/Cdk5/Tardbp/Rufy3/Asph/Pdzk1/Oaz2/Mdfic/Sec16b/Cdk5r1/Camk4/Erlec1/Stom/Mapk1/Atp13a2/Nutf2/Nupl1/Mavs/Rapgef3/Itgb1bp1/B3gat3/Pkig/Psen1/Ubac2/Nup62/Oaz1/Gsk3b/Fyn/Tpr/Gsk3a/Os9/Park7/Cep131/Ptpn1/Fis1/Ptpn11/Nucb1/Smo/Myo1c/Srebf1",55
"BP","GO:0071900","regulation of protein serine/threonine kinase activity","95/3241","427/23210",1.97607009829855e-06,3.87073605103826e-05,2.24687215744969e-05,"Cd24a/Gtpbp4/Chordc1/Dnaja1/Pdcd10/Pmp22/Higd1a/Kat2b/Ghr/Adam9/Jak2/Prkar1a/Pten/Src/Map2k1/Stk39/Pak1/Map2k7/Acsl1/Kit/Adam17/Hgs/Spry1/Lamtor3/Synpo2/Ceacam1/Mdfic/Dusp19/Wnt7b/Fgf10/Blm/Map3k11/Ins2/Tnf/Ccnh/Mdfi/Ltf/Tgfa/Bmp7/Map4k1/Hipk3/Sesn2/Edn1/Fzd8/Map2k2/Rhoa/Psrc1/Ighm/Cdk5r2/Htt/Pkig/Ccnf/Psen1/Lime1/Gstp1/Pkd1/Iqgap1/Flt1/Inca1/Irak1/Tgfbr1/Tnfrsf11a/Dusp7/Ccnd1/Dab2/Pih1d1/Nup62/Gsk3b/Cdk5rap3/Gba/Egfr/Ccne1/Gab1/Stk11/Mapk8ip3/Ptpn1/Dtnbp1/Ptpn11/Csf1r/Mif/Gadd45g/Ccnd2/Cdkn1a/Macroh2a1/Traf2/Prdx2/Raf1/Agt/Tesk1/Pycard/Apoe/Gadd45b/Prkar1b/Pdgfrb/Map2k5",95
"BP","GO:0019216","regulation of lipid metabolic process","79/3241","338/23210",1.9917886908909e-06,3.87977331544487e-05,2.25211807902817e-05,"Asah1/Ppargc1a/Cdc42/Dnajc15/Prkce/Thrb/Cpt1a/Dhh/Ldlr/Cnep1r1/Src/Ccnc/Ttc39b/Star/Fpr2/Kit/Ceacam1/Psapl1/Hsd17b13/Vav3/Erlin1/Apoh/Mtmr1/Vdr/Stard4/Acadl/Ins2/Sphk2/Tnf/Pla2g4a/Acsl5/Pdk1/Cnr1/Creb1/Ormdl2/Mtmr2/Abhd5/Rarres2/Nr1h2/Por/Abcd1/Sphk1/Cdk4/Wnt4/Igfbp7/Fabp5/Sct/Sh3glb1/Eif6/Ppp2r5a/Flt1/Pcx/Nr3c1/Epha8/Gps2/Anxa1/Bscl2/Dab2/Lamtor1/Zbtb20/Idh1/Sec14l2/Tysnd1/Dbi/Dhcr7/Irs2/Bcl11b/Zmpste24/Stk11/Macroh2a1/Abhd6/Agt/Srebf1/C3/Dgkz/Tspo/Apoe/Scarb1/Pdgfrb",79
"BP","GO:1904062","regulation of cation transmembrane transport","81/3241","349/23210",1.9931408909012e-06,3.87977331544487e-05,2.25211807902817e-05,"Atp1b1/Slc8a1/Kif5b/Ppargc1a/Hcn1/Ehd3/Slc25a4/Gsto1/Slmap/Prkce/Ppif/Nedd4/Cacng5/Ywhah/Dmd/Pten/Rgs7/Fmr1/Cox17/Kcnmb1/Gjc2/Prss8/Stk39/Tspan13/Ryr2/Slc31a2/Tmc2/Pik3c2a/Kcnq1/Asph/Pdzk1/Cacnb1/Pdpk1/Ifngr1/Kcnj11/Hap1/Oprk1/Sphk2/Homer1/Rasgrf1/Amigo1/Ahr/Dnm2/Stom/Slc30a1/Aplnr/Atp4a/Fxyd2/Stimate/Stac/Tmem38a/Rapgef3/Scn1b/Htt/Kcnip1/Trem2/G6pdx/Coro1a/Pm20d1/Lime1/Agrn/P2ry6/Phb2/Shank3/Wwp2/Fyn/Mapk8ip2/Trdn/Slc9a3r1/Dbi/Park7/Wnk2/Atp1b2/Cbarp/Atp1a2/Cfl1/Atg5/Kcnab2/Agt/Fxyd1/Ctss",81
